store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Ruby Tuesday of Gillette,,420 E. Boxelder Rd.,,Gillette,WY,82718,United States,307-682-0707,,,"Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00",,,0
Ruby Tuesday of Craig Road,,865 WEST CRAIG ROAD,,LAS VEGAS,NV,89032,United States,7022565449,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Rapid City,,821 FAIRMONT BLVD.,,RAPID CITY,SD,57701,United States,6053431700,,,"Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00",,,0
Ruby Tuesday of Minot,,100 SW 28TH AVE,,MINOT,ND,58701,United States,7014202300,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Dillon,,270 Dillon Ridge Way,,DILLON,CO,80435,United States,9705137346,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Arvada,,5525 WADSWORTH BYPASS,,ARVADA,CO,80002,United States,3039400441,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Bismarck,,3520 STATE STREET,,BISMARCK,ND,58503,United States,7017514100,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Tower Road,,6751 TOWER ROAD,,DENVER,CO,80249,United States,3033735800,,,"Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00",,,0
Ruby Tuesday of Aurora,,14100 EAST ILIFF AVE.,,AURORA,CO,80014,United States,3033684757,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Pueblo,,4150 N. FREEWAY,,PUEBLO,CO,81008,United States,7195421722,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Avondale Blvd.,,1035 N. AVONDALE BLVD,,AVONDALE,AZ,85323,United States,6239074265,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of 44th Street & Washington,,4415 EAST MONROE STREET,,PHOENIX,AZ,85034,United States,6022753405,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Tempe Marketplace,,"27 S. MCCLINTOCK DRIVE, LOT 15",,TEMPE,AZ,85281,United States,4809210099,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Santan,,2571 SOUTH MARKET STREET,,GILBERT,AZ,85295,United States,4808211629,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Aberdeen,,3125 6TH AVE. SE,,ABERDEEN,SD,57401,United States,6052621500,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of North Platte,,2320 S. JEFFERS ST.,,NORTH PLATTE,NE,69101,United States,3085347829,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Grand Forks,,3915 32nd Avenue South,,Grand Forks,ND,58201,United States,7017721105,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Fargo South,,2535 23RD AVE S,,FARGO,ND,58103,United States,7012322012,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Mitchell,,1900 HIGHLAND WAY,,MITCHELL,SD,57301,United States,6059965208,,,"Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00",,,0
Ruby Tuesday of Kearney,,108 FIRST AVENUE PLACE,,KEARNEY,NE,68847,United States,3082342500,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Sioux Falls,,2425 S SHIRLEY AVE SUITE 110,,SIOUX FALLS,SD,57106,United States,6052752425,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Grand Island,,3429 WEST 13TH STREET,,GRAND ISLAND,NE,68803,United States,3083829390,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Las Cruces,,2611 N. TELSHOR BLVD.,,LAS CRUCES,NM,88011,United States,5755214100,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of North 27th Street,,2700 NORTH HILL ROAD,,LINCOLN,NE,68504,United States,4024777829,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
