store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Ruby Tuesday of Tower Road,,6751 TOWER ROAD,,,CO,80249,,3033735800,,,"Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00",,,0
Ruby Tuesday of Arvada,,5525 WADSWORTH BYPASS,,,CO,80002,,3039400441,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Aurora,,14100 EAST ILIFF AVE.,,,CO,80014,,3033684757,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Dillon,,270 Dillon Ridge Way,,,CO,80435,,9705137346,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Pueblo,,4150 N. FREEWAY,,,CO,81008,,7195421722,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of North Platte,,2320 S. JEFFERS ST.,,,NE,69101,,3085347829,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Gillette,,420 E. Boxelder Rd.,,,WY,82718,,307-682-0707,,,"Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00, Monday 11:00 - 24:00",,,0
Ruby Tuesday of Rapid City,,821 FAIRMONT BLVD.,,,SD,57701,,6053431700,,,"Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00, Monday 10:30 - 23:00",,,0
Ruby Tuesday of Kearney,,108 FIRST AVENUE PLACE,,,NE,68847,,3082342500,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Grand Island,,3429 WEST 13TH STREET,,,NE,68803,,3083829390,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Mitchell,,1900 HIGHLAND WAY,,,SD,57301,,6059965208,,,"Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00",,,0
Ruby Tuesday of North 27th Street,,2700 NORTH HILL ROAD,,,NE,68504,,4024777829,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Aberdeen,,3125 6TH AVE. SE,,,SD,57401,,6052621500,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Bismarck,,3520 STATE STREET,,,ND,58503,,7017514100,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Sioux Falls,,2425 S SHIRLEY AVE SUITE 110,,,SD,57106,,6052752425,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Cornhusker,,2008 CORNHUSKER RD,,,NE,68123,,4022929500,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Council Bluffs,,3150 24TH AVENUE,,,IA,51501,,7123280046,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Minot,,100 SW 28TH AVE,,,ND,58701,,7014202300,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Tiffany Springs,,9770 NW PRAIRIEVIEW ROAD,,,MO,64153,,8168917091,,,"Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00",,,0
Ruby Tuesday of Northgate Village,,2909 BURLINGTON AVE.,,,MO,64116,,8162212828,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Fargo South,,2535 23RD AVE S,,,ND,58103,,7012322012,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Belton,,1300 EAST NORTH AVE.,,,MO,64012,,8163180491,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Independence,,14001 E. 40 HIGHWAY,,,MO,64136,,8163736465,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Urbandale,,4900 86TH STREET,,,IA,50322,,5152784476,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of 31st & Memorial,,7806 EAST SKELLY DRIVE,,,OK,74145,,9186220781,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Grand Forks,,3915 32nd Avenue South,,,ND,58201,,7017721105,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Mason City,,3115 4th Street SW,,,IA,50401,,6414249990,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Las Cruces,,2611 N. TELSHOR BLVD.,,,NM,88011,,5755214100,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Joplin,,3231 RANGELINE ROAD,,,MO,64804,,4176269656,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Shakopee,,4135 DEAN LAKES BOULEVARD,,,MN,55379,,9524037893,,,"Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00",,,0
Ruby Tuesday of Edina,,1975 SOUTHDALE MALL,,,MN,55435,,9529289906,,,"Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00",,,0
Ruby Tuesday of Craig Road,,865 WEST CRAIG ROAD,,,NV,89032,,7022565449,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Kirksville,,2510 NORTH BALTIMORE STREET,,,MO,63501,,6606653588,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Rosedale Ctr,,325 ROSEDALE CENTER,,,MN,55113,,6516350985,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Inver Grove Heights,,9051 BUCHANON TRAIL,,,MN,55077,,6514551272,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Tempe Marketplace,,"27 S. MCCLINTOCK DRIVE, LOT 15",,,AZ,85281,,4809210099,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of 44th Street & Washington,,4415 EAST MONROE STREET,,,AZ,85034,,6022753405,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Santan,,2571 SOUTH MARKET STREET,,,AZ,85295,,4808211629,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Avondale Blvd.,,1035 N. AVONDALE BLVD,,,AZ,85323,,6239074265,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of North Springfield,,2725 NORTH GLENSTONE AVENUE,,,MO,65803,,4178317829,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Columbia Plaza,,2010 BERNADETTE DR.,,,MO,65203,,5734468212,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Springfield,,2825 SOUTH GLENSTONE AVENUE,,,MO,65804,,4178895866,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Jefferson City,,2300 MISSOURI BLVD.,,,MO,65109,,5735568094,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Branson,,3316 WEST HIGHWAY 76,,,MO,65616,,4173355450,,,"Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00, Monday 11:00 - 23:00",,,0
Ruby Tuesday of St. Robert,,135 ST. ROBERTS BLVD,,,MO,65584,,5733365140,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Russellville,,115 EAST HARRELL DRIVE,,,AR,72802,,4798587151,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Wentzville,,1218 WEST PEARCE,,,MO,63385,,6363273339,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of West Plains,,1008 WOORLEY DRIVE,,,MO,65775,,4172551510,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Mid-Rivers,,190 MID RIVERS MALL CIRCLE,,,MO,63376,,6362791356,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Valley Park,,942 MERAMAC STATION ROAD,,,MO,63088,,6368256330,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Arnold,,3606 WEST OUTER RD,,,MO,63010,,6362873522,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Texarkana,,4330 ST. MICHAEL DRIVE,,,TX,75503,,9038386838,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Festus Sharpiro Place,,1120 SHAPIRO DRIVE,,,MO,63028,,6369336650,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
Ruby Tuesday of Collinsville,,604 N. BLUFF ROAD,,,IL,62234,,6183459148,,,"Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00, Monday 11:00 - 22:00",,,0
